"","entry_number","@_fa","@seq","author_url","authid","orcid","authname","surname","given_name","initials","afid.@_fa","afid"
"488",148,"true","2","https://api.elsevier.com/content/author/author_id/57278992000","57278992000",NA,"Liu S.","Liu","Sha","S.","true","60029885"
"489",148,"true","3","https://api.elsevier.com/content/author/author_id/57278571300","57278571300",NA,"Ye D.","Ye","Deping","D.","true","60029885"
"490",148,"true","4","https://api.elsevier.com/content/author/author_id/56666424200","56666424200",NA,"Tang H.","Tang","Hong","H.","true","60029885"
"491",148,"true","5","https://api.elsevier.com/content/author/author_id/56726906600","56726906600",NA,"Wang F.","Wang","Fang","F.","true","60029885"
"492",149,"true","1","https://api.elsevier.com/content/author/author_id/57274727100","57274727100",NA,"Gratz E.T.","Gratz","Elizabeth T.","E.T.","true","60122799"
"493",149,"true","2","https://api.elsevier.com/content/author/author_id/24081515200","24081515200",NA,"Sarkees M.E.","Sarkees","Matthew E.","M.E.","true","60000009"
"494",149,"true","3","https://api.elsevier.com/content/author/author_id/41960963500","41960963500",NA,"Fitzgerald M.P.","Fitzgerald","M. Paula","M.P.","true","60122799"
"495",150,"true","1","https://api.elsevier.com/content/author/author_id/57202817782","57202817782","0000-0003-1620-166X","Sulistyaningsih T.","Sulistyaningsih","Tri","T.","true","60087597"
"496",150,"true","2","https://api.elsevier.com/content/author/author_id/57221807615","57221807615",NA,"Jainuri J.","Jainuri","Jainuri","J.","true","60087597"
"497",150,"true","3","https://api.elsevier.com/content/author/author_id/57205695357","57205695357","0000-0001-5687-0812","Salahudin S.","Salahudin","Salahudin","S.","true","60087597"
"498",150,"true","4","https://api.elsevier.com/content/author/author_id/57205322357","57205322357","0000-0001-5084-981X","Jovita H.D.","Jovita","Hazel Dapat","H.D.","true","60071440"
"499",150,"true","5","https://api.elsevier.com/content/author/author_id/35731998300","35731998300","0000-0002-6730-0273","Nurmandi A.","Nurmandi","Achmad","A.","true","60104457"
"500",151,"true","1","https://api.elsevier.com/content/author/author_id/57216124031","57216124031","0000-0002-6321-8950","Demirel A.","Demirel","Apollo","A.","true","60094745"
"501",152,"true","1","https://api.elsevier.com/content/author/author_id/55899207500","55899207500",NA,"Longoni C.","Longoni","Chiara","C.","true","60116524"
"502",152,"true","2","https://api.elsevier.com/content/author/author_id/37088275700","37088275700","0000-0002-8051-1366","Cian L.","Cian","Luca","L.","true","60116392"
"503",153,"true","1","https://api.elsevier.com/content/author/author_id/57115471900","57115471900",NA,"Mingo I.","Mingo","Isabella","I.","true","60032350"
"504",153,"true","2","https://api.elsevier.com/content/author/author_id/57705476200","57705476200",NA,"Kola P.","Kola","Prend","P.","true","60032350"
"505",154,"true","1","https://api.elsevier.com/content/author/author_id/57204358704","57204358704",NA,"Hartmann J.","Hartmann","Jochen","J.",NA,NA
"506",154,"true","2","https://api.elsevier.com/content/author/author_id/57204343264","57204343264",NA,"Heitmann M.","Heitmann","Mark","M.",NA,NA
"507",154,"true","3","https://api.elsevier.com/content/author/author_id/57204351367","57204351367",NA,"Schamp C.","Schamp","Christina","C.",NA,NA
"508",154,"true","4","https://api.elsevier.com/content/author/author_id/6508224055","6508224055",NA,"Netzer O.","Netzer","Oded","O.",NA,NA
"509",155,"true","1","https://api.elsevier.com/content/author/author_id/57210597224","57210597224",NA,"Lee J.K.","Lee","Jeffrey K.","J.K.","true","60116324"
"510",156,"true","1","https://api.elsevier.com/content/author/author_id/14034174700","14034174700",NA,"Humphreys A.","Humphreys","Ashlee","A.",NA,NA
"511",156,"true","2","https://api.elsevier.com/content/author/author_id/55323072200","55323072200",NA,"Isaac M.S.","Isaac","Mathew S.","M.S.",NA,NA
"512",156,"true","3","https://api.elsevier.com/content/author/author_id/56504102900","56504102900",NA,"Wang R.J.H.","Wang","Rebecca Jen Hui","R.J.H.",NA,NA
"513",157,"true","1","https://api.elsevier.com/content/author/author_id/57191891792","57191891792",NA,"Melumad S.","Melumad","Shiri","S.",NA,NA
"514",157,"true","2","https://api.elsevier.com/content/author/author_id/57210531468","57210531468",NA,"Meyer R.","Meyer","Robert","R.",NA,NA
"515",157,"true","3","https://api.elsevier.com/content/author/author_id/57268529200","57268529200",NA,"Kim Y.D.","Kim","Yoon Duk","Y.D.",NA,NA
"516",158,"true","1","https://api.elsevier.com/content/author/author_id/54993391500","54993391500",NA,"Bright L.F.","Bright","Laura F.","L.F.","true","60013372"
"517",158,"true","2","https://api.elsevier.com/content/author/author_id/57205245371","57205245371",NA,"Sussman K.L.","Sussman","Kristen Leah","K.L.","true","60013372"
"518",158,"true","3","https://api.elsevier.com/content/author/author_id/36000151900","36000151900",NA,"Wilcox G.B.","Wilcox","Gary B.","G.B.","true","60013372"
"519",159,"true","1","https://api.elsevier.com/content/author/author_id/57222107196","57222107196",NA,"Lebmeier E.","Lebmeier","Elisabeth","E.","true","60028717"
"520",159,"true","2","https://api.elsevier.com/content/author/author_id/57222109388","57222109388",NA,"Hou N.","Hou","Naiwen","N.","true","60028717"
"521",159,"true","3","https://api.elsevier.com/content/author/author_id/57205226026","57205226026",NA,"Spann K.","Spann","Korbinian","K.","true","125805148"
"522",159,"true","4","https://api.elsevier.com/content/author/author_id/57195334326","57195334326",NA,"Aßenmacher M.","Aßenmacher","Matthias","M.","true","60028717"
"523",160,"true","1","https://api.elsevier.com/content/author/author_id/57221647396","57221647396",NA,"Gross T.W.","Gross","Ted William","T.W.","true","125785944"
"524",161,"true","1","https://api.elsevier.com/content/author/author_id/57217120072","57217120072",NA,"Ahmad F.","Ahmad","Fayez","F.","true","60024438"
"525",161,"true","2","https://api.elsevier.com/content/author/author_id/34876827300","34876827300",NA,"Guzmán F.","Guzmán","Francisco","F.","true","60024438"
"526",162,"true","1","https://api.elsevier.com/content/author/author_id/26646326500","26646326500","0000-0002-0994-9488","Dhillon P.S.","Dhillon","Paramveer S.","P.S.","true","60025778"
"527",162,"true","2","https://api.elsevier.com/content/author/author_id/26027709600","26027709600","0000-0002-2762-058X","Aral S.","Aral","Sinan","S.","true","60014228"
"528",163,"true","1","https://api.elsevier.com/content/author/author_id/56398497000","56398497000",NA,"Verkijika S.F.","Verkijika","Silas Formunyuy","S.F.","true","126686248"
"529",163,"true","2","https://api.elsevier.com/content/author/author_id/56366873200","56366873200",NA,"Neneh B.N.","Neneh","Brownhilder Ngek","B.N.","true","60015706"
"530",164,"true","1","https://api.elsevier.com/content/author/author_id/14049211300","14049211300","0000-0002-7452-2077","Petruzzellis L.","Petruzzellis","Luca","L.","true","60211855"
"531",164,"true","2","https://api.elsevier.com/content/author/author_id/55876528100","55876528100","0000-0002-5348-9722","Fronzetti Colladon A.","Fronzetti Colladon","Andrea","A.","true","60003003"
"532",164,"true","3","https://api.elsevier.com/content/author/author_id/37089557800","37089557800","0000-0003-2943-6484","Visentin M.","Visentin","Marco","M.","true","60028218"
"533",164,"true","4","https://api.elsevier.com/content/author/author_id/7007111900","7007111900",NA,"Chebat J.C.","Chebat","Jean Charles","J.C.","true","60002970"
"534",165,"true","1","https://api.elsevier.com/content/author/author_id/35271375900","35271375900","0000-0001-5648-214X","Cecilia J.M.","Cecilia","Jose M.","J.M.","true","60011476"
"535",165,"true","2","https://api.elsevier.com/content/author/author_id/7201866051","7201866051","0000-0002-0038-0539","Cano J.C.","Cano","Juan Carlos","J.C.","true","60011476"
"536",165,"true","3","https://api.elsevier.com/content/author/author_id/6505847092","6505847092","0000-0001-5729-3041","Calafate C.T.","Calafate","Carlos T.","C.T.","true","60011476"
"537",165,"true","4","https://api.elsevier.com/content/author/author_id/7003268885","7003268885","0000-0003-3753-0403","Manzoni P.","Manzoni","Pietro","P.","true","60011476"
"538",165,"true","5","https://api.elsevier.com/content/author/author_id/6503961461","6503961461",NA,"Perinan-Pascual C.","Perinan-Pascual","Carlos","C.","true","60011476"
"539",165,"true","6","https://api.elsevier.com/content/author/author_id/6507873644","6507873644",NA,"Arcas-Tunez F.","Arcas-Tunez","Francisco","F.","true","60109394"
"540",165,"true","7","https://api.elsevier.com/content/author/author_id/23397924600","23397924600","0000-0002-8491-4592","Munoz-Ortega A.","Munoz-Ortega","Andres","A.","true","60109394"
"541",166,"true","1","https://api.elsevier.com/content/author/author_id/27467492100","27467492100",NA,"Loureiro S.M.C.","Loureiro","Sandra Maria Correia","S.M.C.","true","60028300"
"542",166,"true","2","https://api.elsevier.com/content/author/author_id/57185707900","57185707900",NA,"Bilro R.G.","Bilro","Ricardo Godinho","R.G.","true","60028300"
"543",166,"true","3","https://api.elsevier.com/content/author/author_id/57222387429","57222387429",NA,"Angelino F.J.d.A.","Angelino","Fernando José de Aires","F.J.d.A.","true","60028300"
"544",167,"true","1","https://api.elsevier.com/content/author/author_id/52163746900","52163746900",NA,"Hovy D.","Hovy","Dirk","D.","true","60021796"
"545",167,"true","2","https://api.elsevier.com/content/author/author_id/57191891792","57191891792",NA,"Melumad S.","Melumad","Shiri","S.","true","60006297"
"546",167,"true","3","https://api.elsevier.com/content/author/author_id/7005107829","7005107829",NA,"Inman J.J.","Inman","J. Jeffrey","J.J.","true","60015543"
"547",168,"true","1","https://api.elsevier.com/content/author/author_id/57188860591","57188860591",NA,"Gunasekar S.","Gunasekar","Sangeetha","S.","true","60076783"
"548",168,"true","2","https://api.elsevier.com/content/author/author_id/57196469438","57196469438",NA,"Kumar D.S.","Kumar","Deepak S.","D.S.",NA,NA
"549",168,"true","3","https://api.elsevier.com/content/author/author_id/16204282200","16204282200",NA,"Purani K.","Purani","Keyoor","K.","true","60079444"
"550",168,"true","4","https://api.elsevier.com/content/author/author_id/57216253998","57216253998",NA,"Sudhakar S.","Sudhakar","Sooriya","S.","true","60076781"
"551",168,"true","5","https://api.elsevier.com/content/author/author_id/57195132858","57195132858","0000-0002-9478-084X","Dixit S.K.","Dixit","Saurabh Kumar","S.K.","true","60022264"
"552",168,"true","6","https://api.elsevier.com/content/author/author_id/57201423469","57201423469",NA,"Menon D.","Menon","Dileep","D.","true","60076781"
"553",169,"true","1","https://api.elsevier.com/content/author/author_id/57221727802","57221727802",NA,"Alzate M.","Alzate","Miriam","M.","true","60033019"
"554",169,"true","2","https://api.elsevier.com/content/author/author_id/36472989500","36472989500",NA,"Arce-Urriza M.","Arce-Urriza","Marta","M.","true","60033019"
"555",169,"true","3","https://api.elsevier.com/content/author/author_id/57130732200","57130732200",NA,"Cebollada J.","Cebollada","Javier","J.","true","60033019"
"556",170,"true","1","https://api.elsevier.com/content/author/author_id/57196053122","57196053122","0000-0002-2373-9591","Puranam D.","Puranam","Dinesh","D.","true","60099658"
"557",170,"true","2","https://api.elsevier.com/content/author/author_id/56636906800","56636906800","0000-0001-7230-3084","Kadiyali V.","Kadiyali","Vrinda","V.","true","60116635"
"558",170,"true","3","https://api.elsevier.com/content/author/author_id/14071775900","14071775900",NA,"Narayan V.","Narayan","Vishal","V.","true","60106360"
"559",171,"true","1","https://api.elsevier.com/content/author/author_id/6701404381","6701404381",NA,"Jedidi K.","Jedidi","Kamel","K.",NA,NA
"560",171,"true","2","https://api.elsevier.com/content/author/author_id/7202241146","7202241146",NA,"Schmitt B.H.","Schmitt","Bernd H.","B.H.",NA,NA
"561",171,"true","3","https://api.elsevier.com/content/author/author_id/57226880756","57226880756","0000-0002-0294-4828","Ben Sliman M.","Ben Sliman","Malek","M.",NA,NA
"562",171,"true","4","https://api.elsevier.com/content/author/author_id/57872648800","57872648800",NA,"Li Y.","Li","Yanyan","Y.",NA,NA
"563",172,"true","1","https://api.elsevier.com/content/author/author_id/53164463000","53164463000",NA,"Nilashi M.","Nilashi","Mehrbakhsh","M.","true","60000906"
"564",172,"true","2","https://api.elsevier.com/content/author/author_id/24342976400","24342976400",NA,"Ahmadi H.","Ahmadi","Hossein","H.","true","60116225"
"565",172,"true","3","https://api.elsevier.com/content/author/author_id/56966664700","56966664700",NA,"Arji G.","Arji","Goli","G.","true","60106685"
"566",172,"true","4","https://api.elsevier.com/content/author/author_id/57209244149","57209244149",NA,"Alsalem K.O.","Alsalem","Khalaf Okab","K.O.","true","60104126"
"567",172,"true","5","https://api.elsevier.com/content/author/author_id/36083232600","36083232600",NA,"Samad S.","Samad","Sarminah","S.","true","60105146"
"568",172,"true","6","https://api.elsevier.com/content/author/author_id/57192309432","57192309432",NA,"Ghabban F.","Ghabban","Fahad","F.","true","60008920"
"569",172,"true","7","https://api.elsevier.com/content/author/author_id/57224500689","57224500689",NA,"Alzahrani A.O.","Alzahrani","Ahmed Omar","A.O.","true","60108699"
"570",172,"true","8","https://api.elsevier.com/content/author/author_id/57190274298","57190274298",NA,"Ahani A.","Ahani","Ali","A.","true","60189515"
"571",172,"true","9","https://api.elsevier.com/content/author/author_id/57188661907","57188661907",NA,"Alarood A.A.","Alarood","Ala Abdulsalam","A.A.","true","60108699"
"572",173,"true","1","https://api.elsevier.com/content/author/author_id/57193155008","57193155008",NA,"Warren N.L.","Warren","Nooshin L.","N.L.",NA,NA
"573",173,"true","2","https://api.elsevier.com/content/author/author_id/57223369689","57223369689",NA,"Farmer M.","Farmer","Matthew","M.",NA,NA
"574",173,"true","3","https://api.elsevier.com/content/author/author_id/57223367930","57223367930",NA,"Gu T.","Gu","Tianyu","T.",NA,NA
"575",173,"true","4","https://api.elsevier.com/content/author/author_id/37018928500","37018928500",NA,"Warren C.","Warren","Caleb","C.",NA,NA
"576",174,"true","1","https://api.elsevier.com/content/author/author_id/7101991882","7101991882",NA,"Milne G.R.","Milne","George R.","G.R.","true","60138684"
"577",174,"true","2","https://api.elsevier.com/content/author/author_id/57211120046","57211120046",NA,"Kaplan B.","Kaplan","Begum","B.","true","60122601"
"578",174,"true","3","https://api.elsevier.com/content/author/author_id/56637681200","56637681200",NA,"Walker K.L.","Walker","Kristen L.","K.L.","true","60020975"
"579",174,"true","4","https://api.elsevier.com/content/author/author_id/16445336100","16445336100",NA,"Zacharias L.","Zacharias","Larry","L.","true","60138684"
"580",175,"true","1","https://api.elsevier.com/content/author/author_id/57203390812","57203390812",NA,"Robertson J.","Robertson","Jeandri","J.","true","60007183"
